periode_data,periode_pemantauan,bulan_sampling,titik_sampel,nama_sungai,alamat,latitude,longitude,jenis_parameter,parameter,baku_mutu,hasil_pengukuran
2024,"Periode 1",2,"BRN 2",Buaran,"Jl.  Perumnas Raya  dekat Carl  039 s Jr",-6.220358,106.92413,Kimia,Nitrat,10,0.099
2024,"Periode 1",2,"BRN 2",Buaran,"Jl.  Perumnas Raya  dekat Carl  039 s Jr",-6.220358,106.92413,Kimia,Nitrit,0.06,0.023
2024,"Periode 1",2,"BRN 2",Buaran,"Jl.  Perumnas Raya  dekat Carl  039 s Jr",-6.220358,106.92413,Kimia,"Total P",0.2,0.791
2024,"Periode 1",2,"BRN 2",Buaran,"Jl.  Perumnas Raya  dekat Carl  039 s Jr",-6.220358,106.92413,Kimia,F,1.5,0.183
2024,"Periode 1",2,"STR 5",Sunter,"Jl.  Alu alu Persahabatan",-6.202556,106.897083,Kimia,Hg,0.002,0.0001
2024,"Periode 1",2,"BRN 2",Buaran,"Jl.  Perumnas Raya  dekat Carl  039 s Jr",-6.220358,106.92413,Kimia,"Klorin Bebas",0.03,0.0366
2024,"Periode 3",8,"KLT 5","Kalibaru Timur","Jl.  Outista III  Cipinang Cempedak",-6.231694,106.869667,Kimia,Hg,0.002,0.0001
2024,"Periode 1",2,"BRN 2",Buaran,"Jl.  Perumnas Raya  dekat Carl  039 s Jr",-6.220358,106.92413,Kimia,Cd,0.01,0.001
2024,"Periode 1",2,"BRN 2",Buaran,"Jl.  Perumnas Raya  dekat Carl  039 s Jr",-6.220358,106.92413,Kimia,Zn,0.05,0.01
2024,"Periode 1",2,"BRN 2",Buaran,"Jl.  Perumnas Raya  dekat Carl  039 s Jr",-6.220358,106.92413,Kimia,Cu,0.02,0.004
2024,"Periode 1",2,"BRN 2",Buaran,"Jl.  Perumnas Raya  dekat Carl  039 s Jr",-6.220358,106.92413,Kimia,Pb,0.03,0.007
2024,"Periode 3",8,"BRN 5",Buaran,"Jl.  Swadaya",-6.186278,106.922556,Kimia,Hg,0.002,0.0001
2024,"Periode 1",2,"BRN 2",Buaran,"Jl.  Perumnas Raya  dekat Carl  039 s Jr",-6.220358,106.92413,Kimia,"Minyak dan Lemak",1,0.9
2024,"Periode 1",2,"BRN 2",Buaran,"Jl.  Perumnas Raya  dekat Carl  039 s Jr",-6.220358,106.92413,Kimia,MBAS,0.2,0.266
2024,"Periode 3",8,"KLT 6","Kalibaru Timur","Jl.   Bunga Matraman  Jatinegara",-6.211243889,106.8619619,Kimia,Hg,0.002,0.0001
2024,"Periode 1",2,"BRN 2",Buaran,"Jl.  Perumnas Raya  dekat Carl  039 s Jr",-6.220358,106.92413,Biologi,"Total Coliform",5000,1600001
2024,"Periode 1",2,"BRN 2",Buaran,"Jl.  Perumnas Raya  dekat Carl  039 s Jr",-6.220358,106.92413,Biologi,"Fecal Coliform",1000,1600000
2024,"Periode 1",2,"BRN 2",Buaran,"Jl.  Perumnas Raya  dekat Carl  039 s Jr",-6.220358,106.92413,Fisika,Warna,50,10
2024,"Periode 1",2,"BRN 2",Buaran,"Jl.  Perumnas Raya  dekat Carl  039 s Jr",-6.220358,106.92413,Kimia,Sulfat,300,20.27
2024,"Periode 1",2,"BRN 2",Buaran,"Jl.  Perumnas Raya  dekat Carl  039 s Jr",-6.220358,106.92413,Kimia,Klorida,300,51.98
2024,"Periode 1",2,"BRN 2",Buaran,"Jl.  Perumnas Raya  dekat Carl  039 s Jr",-6.220358,106.92413,Kimia,Amoniak,0.2,6.6
2024,"Periode 1",2,"BRN 2",Buaran,"Jl.  Perumnas Raya  dekat Carl  039 s Jr",-6.220358,106.92413,Kimia,"Total N",15,6.273
2024,"Periode 1",2,"BRN 2",Buaran,"Jl.  Perumnas Raya  dekat Carl  039 s Jr",-6.220358,106.92413,Kimia,Ni,0.05,0.004
2024,"Periode 1",2,"BRN 2",Buaran,"Jl.  Perumnas Raya  dekat Carl  039 s Jr",-6.220358,106.92413,Kimia,Sianida,0.02,0.002
2024,"Periode 1",2,"BRN 3",Buaran,"Jl. Penggilingan  Pusat Industri Kecil",-6.20575832,106.9278423,Fisika,TDS,1000,372
2024,"Periode 1",2,"BRN 3",Buaran,"Jl. Penggilingan  Pusat Industri Kecil",-6.20575832,106.9278423,Fisika,TSS,50,55
2024,"Periode 1",2,"BRN 3",Buaran,"Jl. Penggilingan  Pusat Industri Kecil",-6.20575832,106.9278423,Kimia,pH,6.9,6.8730
2024,"Periode 1",2,"BRN 3",Buaran,"Jl. Penggilingan  Pusat Industri Kecil",-6.20575832,106.9278423,Kimia,BOD,3,10.5
2024,"Periode 1",2,"BRN 3",Buaran,"Jl. Penggilingan  Pusat Industri Kecil",-6.20575832,106.9278423,Kimia,COD,25,83.91
2024,"Periode 1",2,"BRN 3",Buaran,"Jl. Penggilingan  Pusat Industri Kecil",-6.20575832,106.9278423,Kimia,DO,4,1.0683
2024,"Periode 1",2,"BRN 3",Buaran,"Jl. Penggilingan  Pusat Industri Kecil",-6.20575832,106.9278423,Kimia,Nitrat,10,0.139
2024,"Periode 1",2,"BRN 3",Buaran,"Jl. Penggilingan  Pusat Industri Kecil",-6.20575832,106.9278423,Kimia,Nitrit,0.06,0.007
2024,"Periode 1",2,"BRN 3",Buaran,"Jl. Penggilingan  Pusat Industri Kecil",-6.20575832,106.9278423,Kimia,"Total P",0.2,0.975
2024,"Periode 1",2,"BRN 3",Buaran,"Jl. Penggilingan  Pusat Industri Kecil",-6.20575832,106.9278423,Kimia,F,1.5,0.538
2024,"Periode 3",8,"CKG 7",Cakung,"Jembatan Cilincing  Jl.  Jayapura",-6.100666,106.940614,Kimia,Hg,0.002,0.0001
2024,"Periode 1",2,"BRN 3",Buaran,"Jl. Penggilingan  Pusat Industri Kecil",-6.20575832,106.9278423,Kimia,"Klorin Bebas",0.03,0.03
2024,"Periode 3",8,"KLB 2","Kalibaru Barat","Srengseng Sawah",-6.337577304,106.8293397,Kimia,Hg,0.002,0.0001
2024,"Periode 1",2,"ANK 1",Angke,"Jl.  Duri Kosambi  Ciledug",-6.175882376,106.7286948,Fisika,TDS,1000,208
2024,"Periode 1",2,"ANK 1",Angke,"Jl.  Duri Kosambi  Ciledug",-6.175882376,106.7286948,Fisika,TSS,50,70
2024,"Periode 1",2,"ANK 1",Angke,"Jl.  Duri Kosambi  Ciledug",-6.175882376,106.7286948,Kimia,pH,6.9,6.7648
2024,"Periode 1",2,"ANK 1",Angke,"Jl.  Duri Kosambi  Ciledug",-6.175882376,106.7286948,Kimia,BOD,3,5.4
2024,"Periode 1",2,"ANK 1",Angke,"Jl.  Duri Kosambi  Ciledug",-6.175882376,106.7286948,Kimia,COD,25,40.06
2024,"Periode 1",2,"ANK 1",Angke,"Jl.  Duri Kosambi  Ciledug",-6.175882376,106.7286948,Kimia,DO,4,1.4893
2024,"Periode 1",2,"ANK 1",Angke,"Jl.  Duri Kosambi  Ciledug",-6.175882376,106.7286948,Kimia,Nitrat,10,0.25
2024,"Periode 1",2,"ANK 1",Angke,"Jl.  Duri Kosambi  Ciledug",-6.175882376,106.7286948,Kimia,Nitrit,0.06,0.139
2024,"Periode 1",2,"ANK 1",Angke,"Jl.  Duri Kosambi  Ciledug",-6.175882376,106.7286948,Kimia,"Total P",0.2,0.474
2024,"Periode 1",2,"ANK 1",Angke,"Jl.  Duri Kosambi  Ciledug",-6.175882376,106.7286948,Kimia,F,1.5,0.278
2024,"Periode 3",8,"CKR 1",Cengkareng,"Sungai REL KA Kembangan",-6.162556,106.748139,Kimia,Hg,0.002,0.0001
2024,"Periode 1",2,"ANK 1",Angke,"Jl.  Duri Kosambi  Ciledug",-6.175882376,106.7286948,Kimia,"Klorin Bebas",0.03,0.0357
2024,"Periode 3",8,"KLB 6","Kalibaru Barat","Jl.  Minangkabau  Manggarai",-6.211911111,106.844275,Kimia,Hg,0.002,0.0001
2024,"Periode 1",2,"ANK 1",Angke,"Jl.  Duri Kosambi  Ciledug",-6.175882376,106.7286948,Kimia,Cd,0.01,0.001
2024,"Periode 1",2,"ANK 1",Angke,"Jl.  Duri Kosambi  Ciledug",-6.175882376,106.7286948,Kimia,Zn,0.05,0.011
2024,"Periode 1",2,"ANK 1",Angke,"Jl.  Duri Kosambi  Ciledug",-6.175882376,106.7286948,Kimia,Cu,0.02,0.004
2024,"Periode 1",2,"ANK 1",Angke,"Jl.  Duri Kosambi  Ciledug",-6.175882376,106.7286948,Kimia,Pb,0.03,0.007
2024,"Periode 3",8,"CKG 2",Cakung,"Jembatan Dharma Jaya",-6.188306,106.933917,Kimia,Hg,0.002,0.0001
2024,"Periode 1",2,"ANK 1",Angke,"Jl.  Duri Kosambi  Ciledug",-6.175882376,106.7286948,Kimia,"Minyak dan Lemak",1,0.9
2024,"Periode 1",2,"ANK 1",Angke,"Jl.  Duri Kosambi  Ciledug",-6.175882376,106.7286948,Kimia,MBAS,0.2,0.119
2024,"Periode 3",8,"KLT 2","Kalibaru Timur","Jl.  Raya Bogor  Jembatan Pasar Obor",-6.308331744,106.8636813,Kimia,Hg,0.002,0.0001
2024,"Periode 1",2,"ANK 1",Angke,"Jl.  Duri Kosambi  Ciledug",-6.175882376,106.7286948,Biologi,"Total Coliform",5000,16000
2024,"Periode 1",2,"ANK 1",Angke,"Jl.  Duri Kosambi  Ciledug",-6.175882376,106.7286948,Biologi,"Fecal Coliform",1000,16000
2024,"Periode 1",2,"ANK 1",Angke,"Jl.  Duri Kosambi  Ciledug",-6.175882376,106.7286948,Fisika,Warna,50,7
2024,"Periode 1",2,"ANK 1",Angke,"Jl.  Duri Kosambi  Ciledug",-6.175882376,106.7286948,Kimia,Sulfat,300,23.22
2024,"Periode 1",2,"ANK 1",Angke,"Jl.  Duri Kosambi  Ciledug",-6.175882376,106.7286948,Kimia,Klorida,300,23.99
2024,"Periode 1",2,"ANK 1",Angke,"Jl.  Duri Kosambi  Ciledug",-6.175882376,106.7286948,Kimia,Amoniak,0.2,2.558
2024,"Periode 1",2,"ANK 1",Angke,"Jl.  Duri Kosambi  Ciledug",-6.175882376,106.7286948,Kimia,"Total N",15,7.559
2024,"Periode 1",2,"ANK 1",Angke,"Jl.  Duri Kosambi  Ciledug",-6.175882376,106.7286948,Kimia,Ni,0.05,0.042
2024,"Periode 1",2,"ANK 1",Angke,"Jl.  Duri Kosambi  Ciledug",-6.175882376,106.7286948,Kimia,Sianida,0.02,0.001
2024,"Periode 1",2,"ANK 2",Angke,"Jl.  Daan Mogot  Pesing",-6.158863,106.763746,Fisika,TDS,1000,392
2024,"Periode 1",2,"ANK 2",Angke,"Jl.  Daan Mogot  Pesing",-6.158863,106.763746,Fisika,TSS,50,21
2024,"Periode 1",2,"ANK 2",Angke,"Jl.  Daan Mogot  Pesing",-6.158863,106.763746,Kimia,pH,6.9,6.7518
2024,"Periode 1",2,"ANK 2",Angke,"Jl.  Daan Mogot  Pesing",-6.158863,106.763746,Kimia,BOD,3,7
2024,"Periode 1",2,"ANK 2",Angke,"Jl.  Daan Mogot  Pesing",-6.158863,106.763746,Kimia,COD,25,53.52
2024,"Periode 1",2,"ANK 2",Angke,"Jl.  Daan Mogot  Pesing",-6.158863,106.763746,Kimia,DO,4,1.0582
2024,"Periode 1",2,"ANK 2",Angke,"Jl.  Daan Mogot  Pesing",-6.158863,106.763746,Kimia,Nitrat,10,0.186
2024,"Periode 1",2,"ANK 2",Angke,"Jl.  Daan Mogot  Pesing",-6.158863,106.763746,Kimia,Nitrit,0.06,0.011
2024,"Periode 1",2,"ANK 2",Angke,"Jl.  Daan Mogot  Pesing",-6.158863,106.763746,Kimia,"Total P",0.2,0.624
2024,"Periode 1",2,"ANK 2",Angke,"Jl.  Daan Mogot  Pesing",-6.158863,106.763746,Kimia,F,1.5,0.07
2024,"Periode 3",8,"KLT 3","Kalibaru Timur","Jl.  Raya Bogor  Komseko",-6.286182,106.870626,Kimia,Hg,0.002,0.0001
2024,"Periode 1",2,"ANK 2",Angke,"Jl.  Daan Mogot  Pesing",-6.158863,106.763746,Kimia,"Klorin Bebas n  In Situ",0.03,0.0238
2024,"Periode 3",8,"CLW2 3",Ciliwung,"Gudang PLN",-6.19819,106.80996,Kimia,Hg,0.002,0.0001
2024,"Periode 1",2,"ANK 2",Angke,"Jl.  Daan Mogot  Pesing",-6.158863,106.763746,Kimia,Cd,0.01,0.001
2024,"Periode 1",2,"ANK 2",Angke,"Jl.  Daan Mogot  Pesing",-6.158863,106.763746,Kimia,Zn,0.05,0.027
2024,"Periode 1",2,"ANK 2",Angke,"Jl.  Daan Mogot  Pesing",-6.158863,106.763746,Kimia,Cu,0.02,0.004
2024,"Periode 1",2,"ANK 2",Angke,"Jl.  Daan Mogot  Pesing",-6.158863,106.763746,Kimia,Pb,0.03,0.007
2024,"Periode 3",8,"CLW3 2",Ciliwung,"Jl.  Kwitang Dalam  Gunung Agung",-6.182375758,106.8368472,Kimia,Hg,0.002,0.0001
2024,"Periode 1",2,"ANK 2",Angke,"Jl.  Daan Mogot  Pesing",-6.158863,106.763746,Kimia,"Minyak dan Lemak",1,0.9
2024,"Periode 1",2,"ANK 2",Angke,"Jl.  Daan Mogot  Pesing",-6.158863,106.763746,Kimia,MBAS,0.2,0.084
2024,"Periode 3",8,"CPN 1",Cipinang,"Jl.  AURI  Taman Bunga Cibubur",-6.370171,106.883453,Kimia,Hg,0.002,0.0001
2024,"Periode 1",2,"ANK 2",Angke,"Jl.  Daan Mogot  Pesing",-6.158863,106.763746,Biologi,"Total Coliform",5000,1700
2024,"Periode 1",2,"ANK 2",Angke,"Jl.  Daan Mogot  Pesing",-6.158863,106.763746,Biologi,"Fecal Coliform",1000,1700
2024,"Periode 1",2,"ANK 2",Angke,"Jl.  Daan Mogot  Pesing",-6.158863,106.763746,Fisika,Warna,50,8
2024,"Periode 1",2,"ANK 2",Angke,"Jl.  Daan Mogot  Pesing",-6.158863,106.763746,Kimia,Sulfat,300,17.46
2024,"Periode 1",2,"ANK 2",Angke,"Jl.  Daan Mogot  Pesing",-6.158863,106.763746,Kimia,Klorida,300,61.98
2024,"Periode 1",2,"ANK 2",Angke,"Jl.  Daan Mogot  Pesing",-6.158863,106.763746,Kimia,Amoniak,0.2,3.33
2024,"Periode 1",2,"ANK 2",Angke,"Jl.  Daan Mogot  Pesing",-6.158863,106.763746,Kimia,"Total N",15,9.03
2024,"Periode 1",2,"ANK 2",Angke,"Jl.  Daan Mogot  Pesing",-6.158863,106.763746,Kimia,Ni,0.05,0.042
2024,"Periode 1",2,"ANK 2",Angke,"Jl.  Daan Mogot  Pesing",-6.158863,106.763746,Kimia,Sianida,0.02,0.002
2024,"Periode 1",2,"ANK 3",Angke,"Jl.  Tubagus Angke",-6.157758,106.767695,Fisika,TDS,1000,358
2024,"Periode 1",2,"ANK 3",Angke,"Jl.  Tubagus Angke",-6.157758,106.767695,Fisika,TSS,50,26
2024,"Periode 1",2,"ANK 3",Angke,"Jl.  Tubagus Angke",-6.157758,106.767695,Kimia,pH,6.9,6.7562
2024,"Periode 1",2,"ANK 3",Angke,"Jl.  Tubagus Angke",-6.157758,106.767695,Kimia,BOD,3,6.9
2024,"Periode 1",2,"ANK 3",Angke,"Jl.  Tubagus Angke",-6.157758,106.767695,Kimia,COD,25,53.18
2024,"Periode 1",2,"ANK 3",Angke,"Jl.  Tubagus Angke",-6.157758,106.767695,Kimia,DO,4,1.1366
2024,"Periode 1",2,"ANK 3",Angke,"Jl.  Tubagus Angke",-6.157758,106.767695,Kimia,Nitrat,10,0.169
2024,"Periode 1",2,"ANK 3",Angke,"Jl.  Tubagus Angke",-6.157758,106.767695,Kimia,Nitrit,0.06,0.008
2024,"Periode 1",2,"ANK 3",Angke,"Jl.  Tubagus Angke",-6.157758,106.767695,Kimia,"Total P",0.2,0.595
2024,"Periode 1",2,"ANK 3",Angke,"Jl.  Tubagus Angke",-6.157758,106.767695,Kimia,F,1.5,0.325
2024,"Periode 4",10,"KRT 2",Krukut,"Jl.  CIlandak Permai Raya",-6.297483,106.805385,Kimia,Hg,0.002,0.0001
2024,"Periode 1",2,"ANK 3",Angke,"Jl.  Tubagus Angke",-6.157758,106.767695,Kimia,"Klorin Bebas n  In Situ",0.03,0.0238
2024,"Periode 4",10,"PSG 4",Pesanggrahan,"Jl.  H Kelik Hutan Kota",-6.208616,106.764814,Kimia,Hg,0.002,0.0001
2024,"Periode 1",2,"ANK 3",Angke,"Jl.  Tubagus Angke",-6.157758,106.767695,Kimia,Cd,0.01,0.001
2024,"Periode 1",2,"ANK 3",Angke,"Jl.  Tubagus Angke",-6.157758,106.767695,Kimia,Zn,0.05,0.012
2024,"Periode 1",2,"ANK 3",Angke,"Jl.  Tubagus Angke",-6.157758,106.767695,Kimia,Cu,0.02,0.004
2024,"Periode 1",2,"ANK 3",Angke,"Jl.  Tubagus Angke",-6.157758,106.767695,Kimia,Pb,0.03,0.007
2024,"Periode 4",10,"PSG 5",Pesanggrahan,"Jl.  Inspeksi Cengkareng  Drain Taman Kota",-6.170194,106.749056,Kimia,Hg,0.002,0.0001
2024,"Periode 1",2,"ANK 3",Angke,"Jl.  Tubagus Angke",-6.157758,106.767695,Kimia,"Minyak dan Lemak",1,0.9
2024,"Periode 1",2,"ANK 3",Angke,"Jl.  Tubagus Angke",-6.157758,106.767695,Kimia,MBAS,0.2,0.057
2024,"Periode 4",10,"SKR 4",Sekertaris,"Jl.  Raya Pesing  Kali Angke",-6.161889,106.766556,Kimia,Hg,0.002,0.0001
2024,"Periode 1",2,"ANK 3",Angke,"Jl.  Tubagus Angke",-6.157758,106.767695,Biologi,"Total Coliform",5000,17000
2024,"Periode 1",2,"ANK 3",Angke,"Jl.  Tubagus Angke",-6.157758,106.767695,Biologi,"Fecal Coliform",1000,17000
2024,"Periode 1",2,"ANK 3",Angke,"Jl.  Tubagus Angke",-6.157758,106.767695,Fisika,Warna,50,9
2024,"Periode 1",2,"ANK 3",Angke,"Jl.  Tubagus Angke",-6.157758,106.767695,Kimia,Sulfat,300,11.31
2024,"Periode 1",2,"ANK 3",Angke,"Jl.  Tubagus Angke",-6.157758,106.767695,Kimia,Klorida,300,55.98
2024,"Periode 1",2,"ANK 3",Angke,"Jl.  Tubagus Angke",-6.157758,106.767695,Kimia,Amoniak,0.2,3.082
2024,"Periode 1",2,"ANK 3",Angke,"Jl.  Tubagus Angke",-6.157758,106.767695,Kimia,"Total N",15,8.778
2024,"Periode 1",2,"ANK 3",Angke,"Jl.  Tubagus Angke",-6.157758,106.767695,Kimia,Ni,0.05,0.031
2024,"Periode 4",10,"MPG 1",Mampang,"Outlet Situ Kebon Bibit",-6.306844,106.81673,Kimia,Hg,0.002,0.0001
2024,"Periode 1",2,"BLC 1",Blencong,"Jl.  Rorotan Marunda",-6.118484,106.95644,Fisika,TDS,1000,744
2024,"Periode 1",2,"BLC 1",Blencong,"Jl.  Rorotan Marunda",-6.118484,106.95644,Fisika,TSS,50,25
2024,"Periode 1",2,"BLC 1",Blencong,"Jl.  Rorotan Marunda",-6.118484,106.95644,Kimia,pH,6.9,8.4571
2024,"Periode 1",2,"BLC 1",Blencong,"Jl.  Rorotan Marunda",-6.118484,106.95644,Kimia,BOD,3,7
2024,"Periode 1",2,"BLC 1",Blencong,"Jl.  Rorotan Marunda",-6.118484,106.95644,Kimia,COD,25,53.52
2024,"Periode 1",2,"BLC 1",Blencong,"Jl.  Rorotan Marunda",-6.118484,106.95644,Kimia,DO,4,0.8795
2024,"Periode 1",2,"BLC 1",Blencong,"Jl.  Rorotan Marunda",-6.118484,106.95644,Kimia,Nitrat,10,0.095
2024,"Periode 1",2,"BLC 1",Blencong,"Jl.  Rorotan Marunda",-6.118484,106.95644,Kimia,Nitrit,0.06,0.012
2024,"Periode 1",2,"BLC 1",Blencong,"Jl.  Rorotan Marunda",-6.118484,106.95644,Kimia,"Total P",0.2,1.19
2024,"Periode 1",2,"BLC 1",Blencong,"Jl.  Rorotan Marunda",-6.118484,106.95644,Kimia,F,1.5,0.124
2024,"Periode 4",10,"MPG 3",Mampang,"Jl.  RM Harsono Pasar Minggu",-6.285606,106.83517,Kimia,Hg,0.002,0.0001
2024,"Periode 1",2,"BLC 1",Blencong,"Jl.  Rorotan Marunda",-6.118484,106.95644,Kimia,"Klorin Bebas n  In Situ",0.03,0.015
2024,"Periode 4",10,"SPK 3",Sepak,"Jl.  Inspeksi Cengkareng  Drain Taman Kota",-6.166694,106.747964,Kimia,Hg,0.002,0.0001
2024,"Periode 1",2,"BLC 1",Blencong,"Jl.  Rorotan Marunda",-6.118484,106.95644,Kimia,Cd,0.01,0.001
2024,"Periode 1",2,"BLC 1",Blencong,"Jl.  Rorotan Marunda",-6.118484,106.95644,Kimia,Zn,0.05,0.019
2024,"Periode 1",2,"BLC 1",Blencong,"Jl.  Rorotan Marunda",-6.118484,106.95644,Kimia,Cu,0.02,0.004
2024,"Periode 1",2,"BLC 1",Blencong,"Jl.  Rorotan Marunda",-6.118484,106.95644,Kimia,Pb,0.03,0.007
2024,"Periode 4",10,"STR 2",Sunter,"Jl.  Raya Hankam  Lubang Buaya",-6.284368,106.908756,Kimia,Hg,0.002,0.0001
2024,"Periode 1",2,"BLC 1",Blencong,"Jl.  Rorotan Marunda",-6.118484,106.95644,Kimia,"Minyak dan Lemak",1,0.9
2024,"Periode 1",2,"BLC 1",Blencong,"Jl.  Rorotan Marunda",-6.118484,106.95644,Kimia,MBAS,0.2,0.059
2024,"Periode 4",10,"CLW3 2",Ciliwung,"Jl.  Kwitang Dalam  Gunung Agung",-6.182376,106.836847,Kimia,Hg,0.002,0.0001
2024,"Periode 1",2,"BLC 1",Blencong,"Jl.  Rorotan Marunda",-6.118484,106.95644,Biologi,"Total Coliform",5000,1600001
2024,"Periode 1",2,"BLC 1",Blencong,"Jl.  Rorotan Marunda",-6.118484,106.95644,Biologi,"Fecal Coliform",1000,1600001
2024,"Periode 1",2,"BLC 1",Blencong,"Jl.  Rorotan Marunda",-6.118484,106.95644,Fisika,Warna,50,3
2024,"Periode 1",2,"BLC 1",Blencong,"Jl.  Rorotan Marunda",-6.118484,106.95644,Kimia,Sulfat,300,25.74
2024,"Periode 1",2,"BLC 1",Blencong,"Jl.  Rorotan Marunda",-6.118484,106.95644,Kimia,Klorida,300,129.96
2024,"Periode 1",2,"BLC 1",Blencong,"Jl.  Rorotan Marunda",-6.118484,106.95644,Kimia,Amoniak,0.2,4.786
2024,"Periode 1",2,"BLC 1",Blencong,"Jl.  Rorotan Marunda",-6.118484,106.95644,Kimia,"Total N",15,9.021
2024,"Periode 1",2,"BLC 1",Blencong,"Jl.  Rorotan Marunda",-6.118484,106.95644,Kimia,Ni,0.05,0.004
2024,"Periode 1",2,"BLC 1",Blencong,"Jl.  Rorotan Marunda",-6.118484,106.95644,Kimia,Sianida,0.02,0.001
2024,"Periode 1",2,"BRN 1",Buaran,"Jl.  Kalimalang  Depo Bangunan Pondok Kelapa",-6.246067,106.920545,Fisika,TDS,1000,338
2024,"Periode 1",2,"BRN 1",Buaran,"Jl.  Kalimalang  Depo Bangunan Pondok Kelapa",-6.246067,106.920545,Fisika,TSS,50,9
2024,"Periode 1",2,"BRN 1",Buaran,"Jl.  Kalimalang  Depo Bangunan Pondok Kelapa",-6.246067,106.920545,Kimia,pH,6.9,6.0204
2024,"Periode 1",2,"BRN 1",Buaran,"Jl.  Kalimalang  Depo Bangunan Pondok Kelapa",-6.246067,106.920545,Kimia,BOD,3,5.9
2024,"Periode 1",2,"BRN 1",Buaran,"Jl.  Kalimalang  Depo Bangunan Pondok Kelapa",-6.246067,106.920545,Kimia,COD,25,44.54
2024,"Periode 1",2,"BRN 1",Buaran,"Jl.  Kalimalang  Depo Bangunan Pondok Kelapa",-6.246067,106.920545,Kimia,DO,4,1.9017
2024,"Periode 1",2,"BRN 1",Buaran,"Jl.  Kalimalang  Depo Bangunan Pondok Kelapa",-6.246067,106.920545,Kimia,Nitrat,10,0.143
2024,"Periode 1",2,"BRN 1",Buaran,"Jl.  Kalimalang  Depo Bangunan Pondok Kelapa",-6.246067,106.920545,Kimia,Nitrit,0.06,0.026
2024,"Periode 1",2,"BRN 1",Buaran,"Jl.  Kalimalang  Depo Bangunan Pondok Kelapa",-6.246067,106.920545,Kimia,"Total P",0.2,0.839
2024,"Periode 1",2,"BRN 1",Buaran,"Jl.  Kalimalang  Depo Bangunan Pondok Kelapa",-6.246067,106.920545,Kimia,F,1.5,0.023
2024,"Periode 4",10,"KML 1",Kamal,"Jl.  Raya Benda",-6.136194,106.702389,Kimia,Hg,0.002,0.0001
2024,"Periode 1",2,"BRN 1",Buaran,"Jl.  Kalimalang  Depo Bangunan Pondok Kelapa",-6.246067,106.920545,Kimia,"Klorin Bebas n  In Situ",0.03,0
2024,"Periode 4",10,"PSG 3",Pesanggrahan,"Jl.  Raya Pos Pengumben  National High Jakarta School",-6.216886,106.764183,Kimia,Hg,0.002,0.0001
2024,"Periode 1",2,"BRN 1",Buaran,"Jl.  Kalimalang  Depo Bangunan Pondok Kelapa",-6.246067,106.920545,Kimia,Cd,0.01,0.001
2024,"Periode 1",2,"BRN 1",Buaran,"Jl.  Kalimalang  Depo Bangunan Pondok Kelapa",-6.246067,106.920545,Kimia,Zn,0.05,0.008
2024,"Periode 1",2,"BRN 1",Buaran,"Jl.  Kalimalang  Depo Bangunan Pondok Kelapa",-6.246067,106.920545,Kimia,Cu,0.02,0.001
2024,"Periode 1",2,"BRN 1",Buaran,"Jl.  Kalimalang  Depo Bangunan Pondok Kelapa",-6.246067,106.920545,Kimia,Pb,0.03,0.007
2024,"Periode 4",10,"KRT 3",Krukut,"Jl.  Benda Bawah",-6.278595,106.812234,Kimia,Hg,0.002,0.0001
2024,"Periode 1",2,"BRN 1",Buaran,"Jl.  Kalimalang  Depo Bangunan Pondok Kelapa",-6.246067,106.920545,Kimia,"Minyak dan Lemak",1,0.9
2024,"Periode 1",2,"BRN 1",Buaran,"Jl.  Kalimalang  Depo Bangunan Pondok Kelapa",-6.246067,106.920545,Kimia,MBAS,0.2,0.193
2024,"Periode 4",10,"KRT 4",Krukut,"Jl.  Tendean  Sungai Krukut",-6.238789,106.817788,Kimia,Hg,0.002,0.0001
2024,"Periode 1",2,"BRN 1",Buaran,"Jl.  Kalimalang  Depo Bangunan Pondok Kelapa",-6.246067,106.920545,Biologi,"Total Coliform",5000,1600001
2024,"Periode 1",2,"BRN 1",Buaran,"Jl.  Kalimalang  Depo Bangunan Pondok Kelapa",-6.246067,106.920545,Biologi,"Fecal Coliform",1000,430000
2024,"Periode 1",2,"BRN 1",Buaran,"Jl.  Kalimalang  Depo Bangunan Pondok Kelapa",-6.246067,106.920545,Fisika,Warna,50,5
2024,"Periode 1",2,"BRN 1",Buaran,"Jl.  Kalimalang  Depo Bangunan Pondok Kelapa",-6.246067,106.920545,Kimia,Sulfat,300,13.54
2024,"Periode 1",2,"BRN 1",Buaran,"Jl.  Kalimalang  Depo Bangunan Pondok Kelapa",-6.246067,106.920545,Kimia,Klorida,300,37.99
2024,"Periode 1",2,"BRN 1",Buaran,"Jl.  Kalimalang  Depo Bangunan Pondok Kelapa",-6.246067,106.920545,Kimia,Amoniak,0.2,4.894
2024,"Periode 1",2,"BRN 1",Buaran,"Jl.  Kalimalang  Depo Bangunan Pondok Kelapa",-6.246067,106.920545,Kimia,"Total N",15,6.509
2024,"Periode 1",2,"BRN 1",Buaran,"Jl.  Kalimalang  Depo Bangunan Pondok Kelapa",-6.246067,106.920545,Kimia,Ni,0.05,0.004
2024,"Periode 1",2,"BRN 1",Buaran,"Jl.  Kalimalang  Depo Bangunan Pondok Kelapa",-6.246067,106.920545,Kimia,Sianida,0.02,0.009
